Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Relacion entre lugar de nacimiento y residencia;Edad (grupos quinquenales);Sexo;Periodo;Total
Total Nacional;03 Asturias, Principado de;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2006;0
Total Nacional;03 Asturias, Principado de;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2022;128.492
Total Nacional;03 Asturias, Principado de;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2018;132.358
Total Nacional;03 Asturias, Principado de;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2014;137.909
Total Nacional;03 Asturias, Principado de;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2010;142.379
Total Nacional;03 Asturias, Principado de;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2006;142.794
Total Nacional;03 Asturias, Principado de;;En el extranjero;Todas las edades;Total;1 de enero de 2022;84.837
Total Nacional;03 Asturias, Principado de;;En el extranjero;Todas las edades;Total;1 de enero de 2018;75.465
Total Nacional;03 Asturias, Principado de;;En el extranjero;Todas las edades;Total;1 de enero de 2014;76.737
Total Nacional;03 Asturias, Principado de;;En el extranjero;Todas las edades;Total;1 de enero de 2010;73.751
Total Nacional;03 Asturias, Principado de;;En el extranjero;Todas las edades;Total;1 de enero de 2006;50.404
Total Nacional;04 Balears, Illes;;En España;Todas las edades;Total;1 de enero de 2022;886.533
Total Nacional;04 Balears, Illes;;En España;Todas las edades;Total;1 de enero de 2018;878.114
Total Nacional;04 Balears, Illes;;En España;Todas las edades;Total;1 de enero de 2014;858.988
Total Nacional;04 Balears, Illes;;En España;Todas las edades;Total;1 de enero de 2010;838.559
Total Nacional;04 Balears, Illes;;En España;Todas las edades;Total;1 de enero de 2006;813.378
Total Nacional;04 Balears, Illes;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2022;635.163
Total Nacional;04 Balears, Illes;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2018;624.290
Total Nacional;04 Balears, Illes;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2014;611.056
Total Nacional;04 Balears, Illes;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2010;591.625
Total Nacional;04 Balears, Illes;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2006;567.761
Total Nacional;04 Balears, Illes;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2022;0
Total Nacional;04 Balears, Illes;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2018;0
Total Nacional;04 Balears, Illes;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;04 Balears, Illes;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2010;0
Total Nacional;04 Balears, Illes;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2006;0
Total Nacional;04 Balears, Illes;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2022;251.370
Total Nacional;04 Balears, Illes;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2018;253.824
Total Nacional;04 Balears, Illes;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2014;247.932
Total Nacional;04 Balears, Illes;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2010;246.934
Total Nacional;04 Balears, Illes;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2006;245.617
Total Nacional;04 Balears, Illes;;En el extranjero;Todas las edades;Total;1 de enero de 2022;290.126
Total Nacional;04 Balears, Illes;;En el extranjero;Todas las edades;Total;1 de enero de 2018;250.794
Total Nacional;04 Balears, Illes;;En el extranjero;Todas las edades;Total;1 de enero de 2014;244.454
Total Nacional;04 Balears, Illes;;En el extranjero;Todas las edades;Total;1 de enero de 2010;267.490
Total Nacional;04 Balears, Illes;;En el extranjero;Todas las edades;Total;1 de enero de 2006;187.684
Total Nacional;05 Canarias;;En España;Todas las edades;Total;1 de enero de 2022;1.732.408
Total Nacional;05 Canarias;;En España;Todas las edades;Total;1 de enero de 2018;1.732.652
Total Nacional;05 Canarias;;En España;Todas las edades;Total;1 de enero de 2014;1.726.927
Total Nacional;05 Canarias;;En España;Todas las edades;Total;1 de enero de 2010;1.731.824
Total Nacional;05 Canarias;;En España;Todas las edades;Total;1 de enero de 2006;1.700.369
Total Nacional;05 Canarias;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2022;1.512.603
Total Nacional;05 Canarias;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2018;1.520.550
Total Nacional;05 Canarias;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2014;1.520.116
Total Nacional;05 Canarias;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2010;1.525.616
Total Nacional;05 Canarias;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2006;1.490.891
Total Nacional;05 Canarias;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2022;33.296
Total Nacional;05 Canarias;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2018;33.080
Total Nacional;05 Canarias;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2014;32.568
Total Nacional;05 Canarias;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2010;32.429
Total Nacional;05 Canarias;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2006;31.572
Total Nacional;05 Canarias;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2022;186.509
Total Nacional;05 Canarias;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2018;179.022
Total Nacional;05 Canarias;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2014;174.243
Total Nacional;05 Canarias;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2010;173.779
Total Nacional;05 Canarias;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2006;177.906
Total Nacional;05 Canarias;;En el extranjero;Todas las edades;Total;1 de enero de 2022;445.293
Total Nacional;05 Canarias;;En el extranjero;Todas las edades;Total;1 de enero de 2018;395.033
Total Nacional;05 Canarias;;En el extranjero;Todas las edades;Total;1 de enero de 2014;377.888
Total Nacional;05 Canarias;;En el extranjero;Todas las edades;Total;1 de enero de 2010;386.695
Total Nacional;05 Canarias;;En el extranjero;Todas las edades;Total;1 de enero de 2006;295.464
Total Nacional;06 Cantabria;;En España;Todas las edades;Total;1 de enero de 2022;526.351
Total Nacional;06 Cantabria;;En España;Todas las edades;Total;1 de enero de 2018;531.118
Total Nacional;06 Cantabria;;En España;Todas las edades;Total;1 de enero de 2014;538.478
Total Nacional;06 Cantabria;;En España;Todas las edades;Total;1 de enero de 2010;542.360
Total Nacional;06 Cantabria;;En España;Todas las edades;Total;1 de enero de 2006;536.307
Total Nacional;06 Cantabria;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2022;427.213
Total Nacional;06 Cantabria;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2018;435.406
Total Nacional;06 Cantabria;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2014;442.187
Total Nacional;06 Cantabria;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2010;445.181
Total Nacional;06 Cantabria;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2006;443.815
Total Nacional;06 Cantabria;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2022;0
Total Nacional;06 Cantabria;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2018;0
Total Nacional;06 Cantabria;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2014;0
Total Nacional;06 Cantabria;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2010;0
Total Nacional;06 Cantabria;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2006;0
Total Nacional;06 Cantabria;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2022;99.138
Total Nacional;06 Cantabria;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2018;95.712
Total Nacional;06 Cantabria;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2014;96.291
Total Nacional;06 Cantabria;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2010;97.179
Total Nacional;06 Cantabria;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2006;92.492
Total Nacional;06 Cantabria;;En el extranjero;Todas las edades;Total;1 de enero de 2022;59.051
Total Nacional;06 Cantabria;;En el extranjero;Todas las edades;Total;1 de enero de 2018;49.111
Total Nacional;06 Cantabria;;En el extranjero;Todas las edades;Total;1 de enero de 2014;50.178
Total Nacional;06 Cantabria;;En el extranjero;Todas las edades;Total;1 de enero de 2010;49.890
Total Nacional;06 Cantabria;;En el extranjero;Todas las edades;Total;1 de enero de 2006;31.784
Total Nacional;07 Castilla y León;;En España;Todas las edades;Total;1 de enero de 2022;2.161.988
Total Nacional;07 Castilla y León;;En España;Todas las edades;Total;1 de enero de 2018;2.229.507
Total Nacional;07 Castilla y León;;En España;Todas las edades;Total;1 de enero de 2014;2.302.324
Total Nacional;07 Castilla y León;;En España;Todas las edades;Total;1 de enero de 2010;2.357.842
Total Nacional;07 Castilla y León;;En España;Todas las edades;Total;1 de enero de 2006;2.387.408
Total Nacional;07 Castilla y León;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2022;1.718.898
Total Nacional;07 Castilla y León;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2018;1.787.556
Total Nacional;07 Castilla y León;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2014;1.849.532
Total Nacional;07 Castilla y León;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2010;1.897.828
Total Nacional;07 Castilla y León;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2006;1.934.548
Total Nacional;07 Castilla y León;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2022;175.492
Total Nacional;07 Castilla y León;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2018;181.388
Total Nacional;07 Castilla y León;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2014;187.136
Total Nacional;07 Castilla y León;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2010;192.141
Total Nacional;07 Castilla y León;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2006;194.686
Total Nacional;07 Castilla y León;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2022;267.598
Total Nacional;07 Castilla y León;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2018;260.563
Total Nacional;07 Castilla y León;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2014;265.656
Total Nacional;07 Castilla y León;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2010;267.873
Total Nacional;07 Castilla y León;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2006;258.174
Total Nacional;07 Castilla y León;;En el extranjero;Todas las edades;Total;1 de enero de 2022;210.652
Total Nacional;07 Castilla y León;;En el extranjero;Todas las edades;Total;1 de enero de 2018;179.657
Total Nacional;07 Castilla y León;;En el extranjero;Todas las edades;Total;1 de enero de 2014;192.466
Total Nacional;07 Castilla y León;;En el extranjero;Todas las edades;Total;1 de enero de 2010;201.673
Total Nacional;07 Castilla y León;;En el extranjero;Todas las edades;Total;1 de enero de 2006;135.612
Total Nacional;08 Castilla - La Mancha;;En España;Todas las edades;Total;1 de enero de 2022;1.813.305
Total Nacional;08 Castilla - La Mancha;;En España;Todas las edades;Total;1 de enero de 2018;1.828.726
Total Nacional;08 Castilla - La Mancha;;En España;Todas las edades;Total;1 de enero de 2014;1.859.427
Total Nacional;08 Castilla - La Mancha;;En España;Todas las edades;Total;1 de enero de 2010;1.857.234
Total Nacional;08 Castilla - La Mancha;;En España;Todas las edades;Total;1 de enero de 2006;1.789.180
Total Nacional;08 Castilla - La Mancha;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2022;1.356.545
Total Nacional;08 Castilla - La Mancha;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2018;1.394.061
Total Nacional;08 Castilla - La Mancha;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2014;1.425.401
Total Nacional;08 Castilla - La Mancha;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2010;1.435.606
Total Nacional;08 Castilla - La Mancha;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2006;1.425.487
Total Nacional;08 Castilla - La Mancha;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2022;52.665
Total Nacional;08 Castilla - La Mancha;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2018;52.407
Total Nacional;08 Castilla - La Mancha;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2014;52.369
Total Nacional;08 Castilla - La Mancha;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2010;51.671
Total Nacional;08 Castilla - La Mancha;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2006;49.056
Total Nacional;08 Castilla - La Mancha;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2022;404.095
Total Nacional;08 Castilla - La Mancha;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2018;382.258
Total Nacional;08 Castilla - La Mancha;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2014;381.657
Total Nacional;08 Castilla - La Mancha;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2010;369.957
Total Nacional;08 Castilla - La Mancha;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2006;314.637
Total Nacional;08 Castilla - La Mancha;;En el extranjero;Todas las edades;Total;1 de enero de 2022;240.023
Total Nacional;08 Castilla - La Mancha;;En el extranjero;Todas las edades;Total;1 de enero de 2018;198.081
Total Nacional;08 Castilla - La Mancha;;En el extranjero;Todas las edades;Total;1 de enero de 2014;219.184
Total Nacional;08 Castilla - La Mancha;;En el extranjero;Todas las edades;Total;1 de enero de 2010;241.139
Total Nacional;08 Castilla - La Mancha;;En el extranjero;Todas las edades;Total;1 de enero de 2006;143.081
Total Nacional;09 Cataluña;;En España;Todas las edades;Total;1 de enero de 2022;6.142.696
Total Nacional;09 Cataluña;;En España;Todas las edades;Total;1 de enero de 2018;6.219.475
Total Nacional;09 Cataluña;;En España;Todas las edades;Total;1 de enero de 2014;6.228.390
Total Nacional;09 Cataluña;;En España;Todas las edades;Total;1 de enero de 2010;6.198.109
Total Nacional;09 Cataluña;;En España;Todas las edades;Total;1 de enero de 2006;6.136.055
Total Nacional;09 Cataluña;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2022;4.589.437
Total Nacional;09 Cataluña;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2018;4.562.331
Total Nacional;09 Cataluña;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2014;4.477.749
Total Nacional;09 Cataluña;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2010;4.351.618
Total Nacional;09 Cataluña;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2006;4.206.009
Total Nacional;09 Cataluña;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2022;369.528
Total Nacional;09 Cataluña;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2018;355.657
Total Nacional;09 Cataluña;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2014;357.283
Total Nacional;09 Cataluña;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2010;358.293
Total Nacional;09 Cataluña;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2006;339.727
Total Nacional;09 Cataluña;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2022;1.183.731
Total Nacional;09 Cataluña;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2018;1.301.487
Total Nacional;09 Cataluña;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2014;1.393.358
Total Nacional;09 Cataluña;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2010;1.488.198
Total Nacional;09 Cataluña;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2006;1.590.319
Total Nacional;09 Cataluña;;En el extranjero;Todas las edades;Total;1 de enero de 2022;1.649.915
Total Nacional;09 Cataluña;;En el extranjero;Todas las edades;Total;1 de enero de 2018;1.380.590
Total Nacional;09 Cataluña;;En el extranjero;Todas las edades;Total;1 de enero de 2014;1.290.513
Total Nacional;09 Cataluña;;En el extranjero;Todas las edades;Total;1 de enero de 2010;1.314.272
Total Nacional;09 Cataluña;;En el extranjero;Todas las edades;Total;1 de enero de 2006;998.642
Total Nacional;10 Comunitat Valenciana;;En España;Todas las edades;Total;1 de enero de 2022;4.124.651
Total Nacional;10 Comunitat Valenciana;;En España;Todas las edades;Total;1 de enero de 2018;4.148.152
Total Nacional;10 Comunitat Valenciana;;En España;Todas las edades;Total;1 de enero de 2014;4.154.729
Total Nacional;10 Comunitat Valenciana;;En España;Todas las edades;Total;1 de enero de 2010;4.141.452
Total Nacional;10 Comunitat Valenciana;;En España;Todas las edades;Total;1 de enero de 2006;4.064.492
Total Nacional;10 Comunitat Valenciana;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2022;3.241.037
Total Nacional;10 Comunitat Valenciana;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2018;3.239.363
Total Nacional;10 Comunitat Valenciana;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2014;3.212.516
Total Nacional;10 Comunitat Valenciana;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2010;3.162.240
Total Nacional;10 Comunitat Valenciana;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2006;3.066.911
Total Nacional;10 Comunitat Valenciana;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2022;108.520
Total Nacional;10 Comunitat Valenciana;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2018;105.811
Total Nacional;10 Comunitat Valenciana;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2014;105.622
Total Nacional;10 Comunitat Valenciana;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2010;105.771
Total Nacional;10 Comunitat Valenciana;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2006;102.179
Total Nacional;10 Comunitat Valenciana;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2022;775.094
Total Nacional;10 Comunitat Valenciana;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2018;802.978
Total Nacional;10 Comunitat Valenciana;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2014;836.591
Total Nacional;10 Comunitat Valenciana;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2010;873.441
Total Nacional;10 Comunitat Valenciana;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2006;895.402
Total Nacional;10 Comunitat Valenciana;;En el extranjero;Todas las edades;Total;1 de enero de 2022;973.316
Total Nacional;10 Comunitat Valenciana;;En el extranjero;Todas las edades;Total;1 de enero de 2018;815.551
Total Nacional;10 Comunitat Valenciana;;En el extranjero;Todas las edades;Total;1 de enero de 2014;850.115
Total Nacional;10 Comunitat Valenciana;;En el extranjero;Todas las edades;Total;1 de enero de 2010;970.254
Total Nacional;10 Comunitat Valenciana;;En el extranjero;Todas las edades;Total;1 de enero de 2006;742.416
Total Nacional;11 Extremadura;;En España;Todas las edades;Total;1 de enero de 2022;1.005.410
Total Nacional;11 Extremadura;;En España;Todas las edades;Total;1 de enero de 2018;1.028.356
Total Nacional;11 Extremadura;;En España;Todas las edades;Total;1 de enero de 2014;1.051.257
Total Nacional;11 Extremadura;;En España;Todas las edades;Total;1 de enero de 2010;1.059.907
Total Nacional;11 Extremadura;;En España;Todas las edades;Total;1 de enero de 2006;1.051.784
Total Nacional;11 Extremadura;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2022;872.735
Total Nacional;11 Extremadura;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2018;896.976
Total Nacional;11 Extremadura;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2014;917.538
Total Nacional;11 Extremadura;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2010;928.576
Total Nacional;11 Extremadura;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2006;928.853
Total Nacional;11 Extremadura;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2022;23.885
Total Nacional;11 Extremadura;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2018;23.560
Total Nacional;11 Extremadura;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2014;23.517
Total Nacional;11 Extremadura;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2010;23.127
Total Nacional;11 Extremadura;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2006;22.094
Total Nacional;11 Extremadura;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2022;108.790
Total Nacional;11 Extremadura;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2018;107.820
Total Nacional;11 Extremadura;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2014;110.202
Total Nacional;11 Extremadura;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2010;108.204
Total Nacional;11 Extremadura;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2006;100.837
Total Nacional;11 Extremadura;;En el extranjero;Todas las edades;Total;1 de enero de 2022;49.366
Total Nacional;11 Extremadura;;En el extranjero;Todas las edades;Total;1 de enero de 2018;44.507
Total Nacional;11 Extremadura;;En el extranjero;Todas las edades;Total;1 de enero de 2014;48.375
Total Nacional;11 Extremadura;;En el extranjero;Todas las edades;Total;1 de enero de 2010;47.313
Total Nacional;11 Extremadura;;En el extranjero;Todas las edades;Total;1 de enero de 2006;34.589
Total Nacional;12 Galicia;;En España;Todas las edades;Total;1 de enero de 2022;2.428.243
Total Nacional;12 Galicia;;En España;Todas las edades;Total;1 de enero de 2018;2.479.780
Total Nacional;12 Galicia;;En España;Todas las edades;Total;1 de enero de 2014;2.532.691
Total Nacional;12 Galicia;;En España;Todas las edades;Total;1 de enero de 2010;2.582.248
Total Nacional;12 Galicia;;En España;Todas las edades;Total;1 de enero de 2006;2.599.127
Total Nacional;12 Galicia;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2022;2.094.514
Total Nacional;12 Galicia;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2018;2.152.808
Total Nacional;12 Galicia;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2014;2.206.287
Total Nacional;12 Galicia;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2010;2.259.881
Total Nacional;12 Galicia;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2006;2.288.367
Total Nacional;12 Galicia;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2022;179.245
Total Nacional;12 Galicia;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2018;179.594
Total Nacional;12 Galicia;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2014;180.489
Total Nacional;12 Galicia;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2010;180.390
Total Nacional;12 Galicia;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2006;177.847
Total Nacional;12 Galicia;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2022;154.484
Total Nacional;12 Galicia;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2018;147.378
Total Nacional;12 Galicia;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2014;145.915
Total Nacional;12 Galicia;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2010;141.977
Total Nacional;12 Galicia;;En distinta Comunidad Autónoma;Todas las edades;Total;1 de enero de 2006;132.913
Total Nacional;12 Galicia;;En el extranjero;Todas las edades;Total;1 de enero de 2022;262.221
Total Nacional;12 Galicia;;En el extranjero;Todas las edades;Total;1 de enero de 2018;221.963
Total Nacional;12 Galicia;;En el extranjero;Todas las edades;Total;1 de enero de 2014;216.004
Total Nacional;12 Galicia;;En el extranjero;Todas las edades;Total;1 de enero de 2010;215.405
Total Nacional;12 Galicia;;En el extranjero;Todas las edades;Total;1 de enero de 2006;168.397
Total Nacional;13 Madrid, Comunidad de;;En España;Todas las edades;Total;1 de enero de 2022;5.335.196
Total Nacional;13 Madrid, Comunidad de;;En España;Todas las edades;Total;1 de enero de 2018;5.358.732
Total Nacional;13 Madrid, Comunidad de;;En España;Todas las edades;Total;1 de enero de 2014;5.276.427
Total Nacional;13 Madrid, Comunidad de;;En España;Todas las edades;Total;1 de enero de 2010;5.190.685
Total Nacional;13 Madrid, Comunidad de;;En España;Todas las edades;Total;1 de enero de 2006;5.085.520
Total Nacional;13 Madrid, Comunidad de;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2022;3.785.563
Total Nacional;13 Madrid, Comunidad de;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2018;3.731.337
Total Nacional;13 Madrid, Comunidad de;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2014;3.621.085
Total Nacional;13 Madrid, Comunidad de;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2010;3.492.491
Total Nacional;13 Madrid, Comunidad de;;Misma Comunidad Autónoma. Misma Provincia.;Todas las edades;Total;1 de enero de 2006;3.333.758
Total Nacional;13 Madrid, Comunidad de;;Misma Comunidad Autónoma. Distinta Provincia;Todas las edades;Total;1 de enero de 2022;0
